category,group,image_path,score
tv,group_232969,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/tv/group_232969/image_3.jpg,85.0
tv,group_233954,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/tv/group_233954/image_1.jpg,30.0
tv,group_233954,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/tv/group_233954/image_2.jpg,50.0
tv,group_28878,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/tv/group_28878/image_1.jpg,65.0
tv,group_28878,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/tv/group_28878/image_2.jpg,60.0
tv,group_28878,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/tv/group_28878/image_3.jpg,75.0
tv,group_000000479528,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/tv/group_000000479528/image_1.jpg,55.0
tv,group_000000479528,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/tv/group_000000479528/image_2.jpg,45.0
tv,group_000000479528,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/tv/group_000000479528/image_3.jpg,30.0
tv,group_580686e3,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/tv/group_580686e3/image_1.jpg,85.0
tv,group_580686e3,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/tv/group_580686e3/image_2.jpg,70.0
tv,group_122335,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/tv/group_122335/image_1.jpg,90.0
tv,group_122335,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/tv/group_122335/image_2.jpg,75.0
tv,group_122335,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/tv/group_122335/image_3.jpg,85.0
tv,group_400064,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/tv/group_400064/image_1.jpg,85.0
tv,group_400064,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/tv/group_400064/image_2.jpg,75.0
cell phone,group_492654,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_492654/image_1.jpg,75.0
cell phone,group_492654,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_492654/image_2.jpg,85.0
cell phone,group_282515,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_282515/image_1.jpg,85.0
cell phone,group_282515,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_282515/image_2.jpg,20.0
cell phone,group_282515,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_282515/image_3.jpg,75.0
cell phone,group_544698,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_544698/image_1.jpg,30.0
cell phone,group_544698,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_544698/image_2.jpg,70.0
cell phone,group_544698,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_544698/image_3.jpg,25.0
cell phone,group_393375,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_393375/image_1.jpg,50.0
cell phone,group_393375,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_393375/image_2.jpg,55.0
cell phone,group_393375,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_393375/image_3.jpg,60.0
cell phone,group_56473,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_56473/image_1.jpg,85.0
cell phone,group_56473,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_56473/image_2.jpg,75.0
cell phone,group_56473,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_56473/image_3.jpg,60.0
cell phone,group_48617,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_48617/image_1.jpg,90.0
cell phone,group_48617,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_48617/image_2.jpg,75.0
cell phone,group_3c684dee,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_3c684dee/image_1.jpg,75.0
cell phone,group_3c684dee,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_3c684dee/image_2.jpg,80.0
cell phone,group_238009,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_238009/image_1.jpg,75.0
cell phone,group_238009,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_238009/image_2.jpg,70.0
backpack,group_20046ad2,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_20046ad2/image_1.jpg,85.0
backpack,group_20046ad2,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_20046ad2/image_2.jpg,75.0
backpack,group_461333,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_461333/image_1.jpg,90.0
backpack,group_461333,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_461333/image_2.jpg,85.0
backpack,group_e28ef131,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_e28ef131/image_1.jpg,85.0
backpack,group_e28ef131,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_e28ef131/image_2.jpg,80.0
backpack,group_caf23ae7,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_caf23ae7/image_1.jpg,65.0
backpack,group_caf23ae7,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_caf23ae7/image_2.jpg,85.0
backpack,group_63fb9d45,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_63fb9d45/image_1.jpg,50.0
backpack,group_63fb9d45,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_63fb9d45/image_2.jpg,70.0
backpack,group_32629,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_32629/image_1.jpg,35.0
backpack,group_32629,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_32629/image_2.jpg,35.0
backpack,group_7bec740c,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_7bec740c/image_1.jpg,75.0
backpack,group_7bec740c,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_7bec740c/image_2.jpg,65.0
backpack,group_149881,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_149881/image_1.jpg,85.0
backpack,group_149881,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_149881/image_2.jpg,65.0
backpack,group_251660,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_251660/image_1.jpg,75.0
backpack,group_251660,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_251660/image_2.jpg,70.0
backpack,group_e71dedbc,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_e71dedbc/image_1.jpg,85.0
backpack,group_e71dedbc,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_e71dedbc/image_2.jpg,70.0
toaster,group_f976f36f,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_f976f36f/image_1.jpg,90.0
toaster,group_f976f36f,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_f976f36f/image_2.jpg,50.0
toaster,group_893b3445,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_893b3445/image_1.jpg,60.0
toaster,group_893b3445,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_893b3445/image_2.jpg,80.0
toaster,group_96caab0d,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_96caab0d/image_1.jpg,50.0
toaster,group_96caab0d,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_96caab0d/image_2.jpg,70.0
toaster,group_23c70287,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_23c70287/image_1.jpg,85.0
toaster,group_23c70287,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_23c70287/image_2.jpg,75.0
toaster,group_58e3a90d,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_58e3a90d/image_1.jpg,90.0
toaster,group_58e3a90d,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_58e3a90d/image_2.jpg,85.0
toaster,group_5c318292,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_5c318292/image_1.jpg,92.0
toaster,group_5c318292,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_5c318292/image_2.jpg,80.0
toaster,group_a1694d79,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_a1694d79/image_1.jpg,85.0
toaster,group_a1694d79,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_a1694d79/image_2.jpg,75.0
toaster,group_498f8de7,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_498f8de7/image_1.jpg,85.0
toaster,group_498f8de7,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_498f8de7/image_2.jpg,90.0
toaster,group_04af5537,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_04af5537/image_1.jpg,85.0
toaster,group_04af5537,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_04af5537/image_2.jpg,75.0
toaster,group_57d4990c,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_57d4990c/image_1.jpg,85.0
toaster,group_57d4990c,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_57d4990c/image_2.jpg,90.0
toaster,group_6b9c4537,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_6b9c4537/image_1.jpg,85.0
toaster,group_6b9c4537,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_6b9c4537/image_2.jpg,90.0
toaster,group_494383,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_494383/image_1.jpg,20.0
toaster,group_494383,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_494383/image_2.jpg,30.0
toaster,group_494383,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_494383/image_3.jpg,90.0
toaster,group_759cecb4,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_759cecb4/image_1.jpg,85.0
toaster,group_759cecb4,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_759cecb4/image_2.jpg,75.0
toaster,group_dc5addf5,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_dc5addf5/image_1.jpg,90.0
toaster,group_dc5addf5,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_dc5addf5/image_2.jpg,85.0
toaster,group_23444,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_23444/image_1.jpg,45.0
toaster,group_23444,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_23444/image_2.jpg,50.0
toaster,group_d8a1ae80,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_d8a1ae80/image_1.jpg,90.0
toaster,group_d8a1ae80,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_d8a1ae80/image_2.jpg,65.0
toaster,group_419449,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_419449/image_1.jpg,40.0
toaster,group_419449,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_419449/image_2.jpg,75.0
toaster,group_cf675ffb,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_cf675ffb/image_1.jpg,85.0
toaster,group_cf675ffb,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_cf675ffb/image_2.jpg,80.0
toaster,group_491154,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_491154/image_1.jpg,85.0
toaster,group_491154,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_491154/image_2.jpg,90.0
toaster,group_a8717342,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_a8717342/image_1.jpg,85.0
toaster,group_a8717342,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_a8717342/image_2.jpg,70.0
toaster,group_6865761c,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_6865761c/image_1.jpg,90.0
toaster,group_6865761c,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_6865761c/image_2.jpg,85.0
toaster,group_ed48f41f,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_ed48f41f/image_1.jpg,85.0
toaster,group_ed48f41f,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_ed48f41f/image_2.jpg,70.0
toaster,group_246409,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_246409/image_1.jpg,70.0
toaster,group_246409,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_246409/image_2.jpg,85.0
toaster,group_246409,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_246409/image_3.jpg,60.0
toaster,group_246409,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_246409/image_4.jpg,90.0
toaster,group_302806,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_302806/image_1.jpg,65.0
toaster,group_302806,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_302806/image_2.jpg,55.0
toaster,group_000000259434,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_000000259434/image_1.jpg,10.0
toaster,group_000000259434,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_000000259434/image_2.jpg,10.0
toaster,group_363a7757,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_363a7757/image_1.jpg,85.0
toaster,group_363a7757,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_363a7757/image_2.jpg,75.0
toaster,group_241e9bfe,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_241e9bfe/image_1.jpg,85.0
toaster,group_241e9bfe,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_241e9bfe/image_2.jpg,90.0
toaster,group_78289eb0,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_78289eb0/image_1.jpg,85.0
toaster,group_78289eb0,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_78289eb0/image_2.jpg,80.0
toaster,group_156175,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_156175/image_1.jpg,85.0
toaster,group_156175,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_156175/image_2.jpg,70.0
toaster,group_ae5c79b2,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_ae5c79b2/image_1.jpg,65.0
toaster,group_ae5c79b2,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_ae5c79b2/image_2.jpg,70.0
toaster,group_95dd0f78,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_95dd0f78/image_1.jpg,90.0
toaster,group_95dd0f78,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_95dd0f78/image_2.jpg,85.0
toaster,group_a3d3e93b,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_a3d3e93b/image_1.jpg,85.0
toaster,group_a3d3e93b,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_a3d3e93b/image_2.jpg,80.0
toaster,group_dccc7db8,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_dccc7db8/image_1.jpg,90.0
toaster,group_dccc7db8,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_dccc7db8/image_2.jpg,85.0
toaster,group_439827,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_439827/image_1.jpg,10.0
toaster,group_439827,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_439827/image_2.jpg,20.0
toaster,group_439827,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_439827/image_3.jpg,75.0
toaster,group_ca1efba1,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_ca1efba1/image_1.jpg,45.0
toaster,group_ca1efba1,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_ca1efba1/image_2.jpg,85.0
toaster,group_bdcc5571,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_bdcc5571/image_1.jpg,90.0
toaster,group_bdcc5571,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_bdcc5571/image_2.jpg,85.0
toaster,group_fb002f9f,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_fb002f9f/image_1.jpg,75.0
toaster,group_fb002f9f,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_fb002f9f/image_2.jpg,85.0
toaster,group_62716,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_62716/image_1.jpg,75.0
toaster,group_62716,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/toaster/group_62716/image_2.jpg,85.0
suitcase,group_d8e24ae7,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_d8e24ae7/image_1.jpg,55.0
suitcase,group_d8e24ae7,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_d8e24ae7/image_2.jpg,85.0
suitcase,group_394957,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_394957/image_1.jpg,35.0
suitcase,group_394957,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_394957/image_2.jpg,30.0
suitcase,group_394957,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_394957/image_3.jpg,32.0
suitcase,group_000000397606,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_000000397606/image_1.jpg,70.0
suitcase,group_000000397606,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_000000397606/image_2.jpg,65.0
suitcase,group_000000397606,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_000000397606/image_3.jpg,85.0
suitcase,group_000000397606,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_000000397606/image_4.jpg,50.0
suitcase,group_000000561393,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_000000561393/image_1.jpg,20.0
suitcase,group_000000561393,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_000000561393/image_2.jpg,30.0
suitcase,group_000000561393,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_000000561393/image_3.jpg,40.0
suitcase,group_7d9436a0,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_7d9436a0/image_1.jpg,75.0
suitcase,group_7d9436a0,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_7d9436a0/image_2.jpg,85.0
suitcase,group_000000251404,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_000000251404/image_1.jpg,65.0
suitcase,group_000000251404,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_000000251404/image_2.jpg,75.0
suitcase,group_418282,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_418282/image_1.jpg,40.0
suitcase,group_418282,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_418282/image_2.jpg,55.0
suitcase,group_3f03b5a7,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_3f03b5a7/image_1.jpg,65.0
suitcase,group_3f03b5a7,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_3f03b5a7/image_2.jpg,60.0
suitcase,group_566743,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_566743/image_1.jpg,85.0
suitcase,group_566743,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_566743/image_2.jpg,65.0
suitcase,group_566743,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/suitcase/group_566743/image_3.jpg,70.0
handbag,group_000000339916,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_000000339916/image_1.jpg,85.0
handbag,group_000000339916,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_000000339916/image_2.jpg,75.0
handbag,group_000000339916,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_000000339916/image_3.jpg,90.0
handbag,group_cbadb2a1,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_cbadb2a1/image_1.jpg,75.0
handbag,group_cbadb2a1,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_cbadb2a1/image_2.jpg,85.0
handbag,group_352549,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_352549/image_1.jpg,60.0
handbag,group_352549,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_352549/image_2.jpg,85.0
handbag,group_8c243350,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_8c243350/image_1.jpg,75.0
handbag,group_8c243350,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_8c243350/image_2.jpg,85.0
handbag,group_f7ad3ec3,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_f7ad3ec3/image_1.jpg,85.0
handbag,group_f7ad3ec3,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_f7ad3ec3/image_2.jpg,75.0
handbag,group_bf44102d,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_bf44102d/image_1.jpg,85.0
handbag,group_bf44102d,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_bf44102d/image_2.jpg,80.0
handbag,group_220d2433,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_220d2433/image_1.jpg,75.0
handbag,group_220d2433,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_220d2433/image_2.jpg,10.0
handbag,group_220d2433,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_220d2433/image_3.jpg,85.0
handbag,group_231022,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_231022/image_1.jpg,20.0
handbag,group_231022,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_231022/image_2.jpg,90.0
handbag,group_231022,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_231022/image_3.jpg,85.0
handbag,group_000000102421,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_000000102421/image_1.jpg,15.0
handbag,group_000000102421,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_000000102421/image_2.jpg,30.0
handbag,group_750cbcfa,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_750cbcfa/image_1.jpg,85.0
handbag,group_750cbcfa,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_750cbcfa/image_2.jpg,90.0
handbag,group_750cbcfa,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_750cbcfa/image_3.jpg,75.0
handbag,group_150235,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_150235/image_1.jpg,35.0
handbag,group_150235,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_150235/image_2.jpg,45.0
handbag,group_000000367917,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_000000367917/image_1.jpg,75.0
handbag,group_000000367917,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_000000367917/image_2.jpg,85.0
handbag,group_000000367917,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_000000367917/image_3.jpg,90.0
handbag,group_000000367917,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_000000367917/image_4.jpg,70.0
handbag,group_000000038438,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_000000038438/image_1.jpg,55.0
handbag,group_000000038438,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_000000038438/image_2.jpg,85.0
handbag,group_000000038438,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_000000038438/image_3.jpg,65.0
handbag,group_000000038438,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_000000038438/image_4.jpg,80.0
handbag,group_000000038438,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_000000038438/image_5.jpg,20.0
handbag,group_000000038438,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_000000038438/image_6.jpg,40.0
handbag,group_000000038438,home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/handbag/group_000000038438/image_7.jpg,15.0
