category,group,image_name,image_path,musiq_score
backpack,group_266866,original_266866.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_266866/original_266866.jpg,63.36134338378906
backpack,group_29833,edit_1_6fb671ef.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_29833/edit_1_6fb671ef.jpg,78.1635513305664
backpack,group_29833,original_29833.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_29833/original_29833.jpg,78.2733383178711
backpack,group_32629,edit_1_1444150.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_32629/edit_1_1444150.jpg,70.68460083007812
backpack,group_32629,original_32629.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_32629/original_32629.jpg,74.07553100585938
backpack,group_367171,edit_1_68905185.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_367171/edit_1_68905185.jpg,69.04995727539062
backpack,group_367171,original_367171.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_367171/original_367171.jpg,73.60425567626953
backpack,group_370953,edit_1_f1df0a17.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_370953/edit_1_f1df0a17.jpg,75.1395492553711
backpack,group_370953,original_370953.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_370953/original_370953.jpg,73.43994903564453
backpack,group_410108,edit_1_07007a4c.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_410108/edit_1_07007a4c.jpg,68.6075439453125
backpack,group_410108,original_410108.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_410108/original_410108.jpg,73.5223617553711
backpack,group_461333,edit_1_fe0d968f.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_461333/edit_1_fe0d968f.jpg,46.22886276245117
backpack,group_461333,original_461333.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_461333/original_461333.jpg,31.4027099609375
backpack,group_4f662974,edit_1_4f662974n.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_4f662974/edit_1_4f662974n.jpg,74.17713928222656
backpack,group_4f662974,original_4f662974.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_4f662974/original_4f662974.jpg,76.20824432373047
backpack,group_509538,edit_1_1ee4c3d5.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_509538/edit_1_1ee4c3d5.jpg,49.582550048828125
backpack,group_509538,edit_2_3e5d02e5.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_509538/edit_2_3e5d02e5.jpg,65.7074203491211
backpack,group_509538,original_509538.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_509538/original_509538.jpg,57.148990631103516
backpack,group_55690,edit_1_10b69b77.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_55690/edit_1_10b69b77.jpg,64.6998062133789
backpack,group_55690,original_55690.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_55690/original_55690.jpg,68.4307632446289
backpack,group_559701,edit_1_667b0adc.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_559701/edit_1_667b0adc.jpg,53.260128021240234
backpack,group_559701,edit_2_7f6980c1.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_559701/edit_2_7f6980c1.jpg,56.84854507446289
backpack,group_559701,edit_3_3c1d9314.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_559701/edit_3_3c1d9314.jpg,57.72341537475586
backpack,group_559701,original_559701.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_559701/original_559701.jpg,62.011409759521484
backpack,group_574527,edit_1_ceea0343.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_574527/edit_1_ceea0343.jpg,72.52349090576172
backpack,group_574527,original_574527.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_574527/original_574527.jpg,74.65735626220703
backpack,group_59ed52e4,edit_1_9e17e2.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_59ed52e4/edit_1_9e17e2.jpg,66.81493377685547
backpack,group_59ed52e4,original_59ed52e4.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_59ed52e4/original_59ed52e4.jpg,69.36430358886719
backpack,group_6344a7df,edit_1_6344a7dfn.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_6344a7df/edit_1_6344a7dfn.jpg,69.5868148803711
backpack,group_6344a7df,original_6344a7df.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_6344a7df/original_6344a7df.jpg,70.6276626586914
backpack,group_63fb9d45,edit_1_63fb9d45n.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_63fb9d45/edit_1_63fb9d45n.jpg,60.98375701904297
backpack,group_63fb9d45,original_63fb9d45.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_63fb9d45/original_63fb9d45.jpg,67.37151336669922
backpack,group_68bfc0b1,edit_1_68bfc0b1n.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_68bfc0b1/edit_1_68bfc0b1n.jpg,72.68836212158203
backpack,group_68bfc0b1,original_68bfc0b1.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_68bfc0b1/original_68bfc0b1.jpg,76.4375991821289
backpack,group_7b9a835d,edit_1_7b9a835dn.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_7b9a835d/edit_1_7b9a835dn.jpg,67.96775817871094
backpack,group_7b9a835d,original_7b9a835d.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_7b9a835d/original_7b9a835d.jpg,71.41905212402344
backpack,group_7bec740c,edit_1_7bec740cn.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_7bec740c/edit_1_7bec740cn.jpg,63.77902603149414
backpack,group_7bec740c,original_7bec740c.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_7bec740c/original_7bec740c.jpg,62.24132537841797
backpack,group_829022ab,edit_1_0be6a7.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_829022ab/edit_1_0be6a7.jpg,73.1029052734375
backpack,group_829022ab,edit_2_93788a.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_829022ab/edit_2_93788a.jpg,73.24658966064453
backpack,group_829022ab,original_829022ab.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_829022ab/original_829022ab.jpg,73.61064910888672
backpack,group_83741,edit_1_e6afedbc.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_83741/edit_1_e6afedbc.jpg,63.63319778442383
backpack,group_83741,edit_2_31cbee5f.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_83741/edit_2_31cbee5f.jpg,73.20508575439453
backpack,group_83741,edit_3_dfe355c2.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_83741/edit_3_dfe355c2.jpg,69.56266021728516
backpack,group_83741,original_83741.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_83741/original_83741.jpg,75.68222045898438
backpack,group_89c9b36b,edit_1_89c9b36bn.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_89c9b36b/edit_1_89c9b36bn.jpg,75.07115936279297
backpack,group_89c9b36b,original_89c9b36b.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_89c9b36b/original_89c9b36b.jpg,72.88114166259766
backpack,group_97a26942,edit_1_97a26942n.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_97a26942/edit_1_97a26942n.jpg,63.14263153076172
backpack,group_97a26942,original_97a26942.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_97a26942/original_97a26942.jpg,65.96697235107422
backpack,group_9d8fedf5,edit_1_9d8fedf5n.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_9d8fedf5/edit_1_9d8fedf5n.jpg,62.36548614501953
backpack,group_9d8fedf5,original_9d8fedf5.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_9d8fedf5/original_9d8fedf5.jpg,63.22297668457031
backpack,group_9e71b06a,edit_1_9e71b06an.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_9e71b06a/edit_1_9e71b06an.jpg,58.24658966064453
backpack,group_9e71b06a,original_9e71b06a.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_9e71b06a/original_9e71b06a.jpg,68.1957778930664
backpack,group_aafde4c0,edit_1_aafde4c0n.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_aafde4c0/edit_1_aafde4c0n.jpg,65.08131408691406
backpack,group_aafde4c0,original_aafde4c0.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_aafde4c0/original_aafde4c0.jpg,72.45314025878906
backpack,group_c6c34002,edit_1_c6c34002n.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_c6c34002/edit_1_c6c34002n.jpg,68.70386505126953
backpack,group_c6c34002,original_c6c34002.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_c6c34002/original_c6c34002.jpg,76.57173919677734
backpack,group_caf23ae7,edit_1_caf23ae7n.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_caf23ae7/edit_1_caf23ae7n.jpg,77.1772232055664
backpack,group_caf23ae7,original_caf23ae7.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_caf23ae7/original_caf23ae7.jpg,77.46044158935547
backpack,group_d5312b70,edit_1_d5312b70n.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_d5312b70/edit_1_d5312b70n.jpg,61.300296783447266
backpack,group_d5312b70,original_d5312b70.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_d5312b70/original_d5312b70.jpg,74.8435287475586
backpack,group_dd3657aa,edit_1_dd3657aan.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_dd3657aa/edit_1_dd3657aan.jpg,71.21803283691406
backpack,group_dd3657aa,original_dd3657aa.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_dd3657aa/original_dd3657aa.jpg,76.2403335571289
backpack,group_e12d0f3c,edit_1_e12d0f3cn.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_e12d0f3c/edit_1_e12d0f3cn.jpg,72.11872100830078
backpack,group_e12d0f3c,original_e12d0f3c.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_e12d0f3c/original_e12d0f3c.jpg,73.5245132446289
backpack,group_e28ef131,edit_1_e28ef131n.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_e28ef131/edit_1_e28ef131n.jpg,69.04146575927734
backpack,group_e28ef131,original_e28ef131.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_e28ef131/original_e28ef131.jpg,71.14527893066406
backpack,group_e71dedbc,edit_1_e71dedbcn.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_e71dedbc/edit_1_e71dedbcn.jpg,71.63751983642578
backpack,group_e71dedbc,original_e71dedbc.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_e71dedbc/original_e71dedbc.jpg,73.77245330810547
backpack,group_e7d1702e,edit_1_6ccda7.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_e7d1702e/edit_1_6ccda7.jpg,74.49602508544922
backpack,group_e7d1702e,original_e7d1702e.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_e7d1702e/original_e7d1702e.jpg,75.16857147216797
backpack,group_ee66a0ab,edit_1_ee66a0abn.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_ee66a0ab/edit_1_ee66a0abn.jpg,62.92900466918945
backpack,group_ee66a0ab,original_ee66a0ab.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_ee66a0ab/original_ee66a0ab.jpg,74.49215698242188
cell phone,group_109488,edit_1_0a750ba0.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_109488/edit_1_0a750ba0.jpg,73.43016815185547
cell phone,group_109488,original_109488.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_109488/original_109488.jpg,67.16578674316406
cell phone,group_114389,edit_1_7a495394.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_114389/edit_1_7a495394.jpg,68.86568450927734
cell phone,group_114389,edit_2_6ef25e66.jpg,/home/debajyoti/paridhi_mtp/nas_final/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_114389/edit_2_6ef25e66.jpg,70.93248748779297
