category,group,image_path,musiq_score,raw_score
backpack,group_339ae246,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_339ae246/original_339ae246.jpg,76.66991470240485,70.51410675048828
backpack,group_340532,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_340532/edit_1_83fa4adc.jpg,70.42983524475721,68.90691375732422
backpack,group_340532,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_340532/original_340532.jpg,82.2164281885662,71.94266510009766
backpack,group_367171,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_367171/edit_1_68905185.jpg,70.98542264380039,69.05001068115234
backpack,group_367171,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_367171/original_367171.jpg,88.66762256373254,73.60423278808594
backpack,group_390310,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_390310/edit_1_cdfaf642.jpg,62.64382111187685,66.90155029296875
backpack,group_390310,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_390310/original_390310.jpg,99.00736591707098,76.267333984375
backpack,group_396932,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_396932/edit_1_d8b1852b.jpg,98.67640099867103,76.18209075927734
backpack,group_396932,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_396932/original_396932.jpg,96.80755854795476,75.70075225830078
backpack,group_3c041356,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_3c041356/edit_1_3c041356n.jpg,61.26613853872161,66.54671478271484
backpack,group_3c041356,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_3c041356/original_3c041356.jpg,99.4417407101809,76.37921142578125
backpack,group_437432,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_437432/edit_1_fe97cf29.jpg,61.26936732025796,66.54754638671875
backpack,group_437432,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_437432/original_437432.jpg,65.42765285503528,67.6185531616211
backpack,group_4393d946,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_4393d946/edit_1_4393d946n.jpg,21.605681944579594,56.33177947998047
backpack,group_4393d946,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_4393d946/original_4393d946.jpg,73.77455669792218,69.76837921142578
backpack,group_461333,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_461333/edit_1_fe0d968f.jpg,0.0,46.22901916503906
backpack,group_461333,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_461333/original_461333.jpg,0.0,31.402767181396484
backpack,group_492545,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_492545/edit_1_8063a805.jpg,88.1988568039832,73.4834976196289
backpack,group_492545,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_492545/original_492545.jpg,88.83294210276324,73.64681243896484
backpack,group_559701,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_559701/edit_1_667b0adc.jpg,9.679984798067112,53.26020050048828
backpack,group_559701,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_559701/edit_2_7f6980c1.jpg,23.61155506857236,56.848411560058594
backpack,group_559701,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_559701/edit_3_3c1d9314.jpg,27.00855908514697,57.72334289550781
backpack,group_559701,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_559701/original_559701.jpg,43.65728231680775,62.011383056640625
backpack,group_563730,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_563730/edit_1_18688b52.jpg,55.94264795335982,65.17559814453125
backpack,group_563730,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_563730/original_563730.jpg,66.03703353178493,67.77550506591797
backpack,group_63fb9d45,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_63fb9d45/edit_1_63fb9d45n.jpg,39.667308127805846,60.983726501464844
backpack,group_63fb9d45,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_63fb9d45/original_63fb9d45.jpg,64.46852700764674,67.37152099609375
backpack,group_6eec8241,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_6eec8241/edit_1_6eec8241n.jpg,56.93163262449731,65.4303207397461
backpack,group_6eec8241,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_6eec8241/original_6eec8241.jpg,74.48426657709021,69.951171875
backpack,group_71044,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_71044/edit_1_790ce22f.jpg,52.267613262471954,64.22905731201172
backpack,group_71044,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_71044/original_71044.jpg,61.96942047666592,66.72785186767578
backpack,group_7bec740c,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_7bec740c/edit_1_7bec740cn.jpg,50.52032406895197,63.77902603149414
backpack,group_7bec740c,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_7bec740c/original_7bec740c.jpg,44.54987749143818,62.24127960205078
backpack,group_8b0e5d60,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_8b0e5d60/edit_1_8b0e5d60n.jpg,90.90516816842037,74.18053436279297
backpack,group_8b0e5d60,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_8b0e5d60/original_8b0e5d60.jpg,93.86664213977575,74.94329071044922
backpack,group_9c75d39f,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_9c75d39f/edit_1_9c75d39fn.jpg,97.37446149329963,75.84676361083984
backpack,group_9c75d39f,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_9c75d39f/original_9c75d39f.jpg,100.0,77.2962646484375
backpack,group_bf866cc6,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_bf866cc6/edit_1_bf866cc6n.jpg,70.0757356623216,68.81571197509766
backpack,group_bf866cc6,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_bf866cc6/original_bf866cc6.jpg,91.72160556938157,74.39081573486328
backpack,group_c6fa132f,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_c6fa132f/edit_1_c6fa132fn.jpg,0.0,49.85188293457031
backpack,group_c6fa132f,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_c6fa132f/original_c6fa132f.jpg,57.39678451867385,65.55012512207031
backpack,group_caf23ae7,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_caf23ae7/edit_1_caf23ae7n.jpg,100.0,77.17717742919922
backpack,group_caf23ae7,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_caf23ae7/original_caf23ae7.jpg,100.0,77.46044158935547
backpack,group_d3575fad,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_d3575fad/edit_1_89e4b7.jpg,84.38258513726693,72.50057983398438
backpack,group_d3575fad,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_d3575fad/original_d3575fad.jpg,87.56708200942184,73.3207778930664
backpack,group_e28ef131,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_e28ef131/edit_1_e28ef131n.jpg,70.95212768557239,69.04143524169922
backpack,group_e28ef131,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_e28ef131/original_e28ef131.jpg,79.12017480445508,71.14519500732422
backpack,group_e50fefc9,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_e50fefc9/edit_1_e50fefc9n.jpg,94.58713437196424,75.12886047363281
backpack,group_e50fefc9,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_e50fefc9/original_e50fefc9.jpg,96.59232619343099,75.64531707763672
backpack,group_e5ca5e7e,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_e5ca5e7e/edit_1_e5ca5e7en.jpg,76.15929327007885,70.3825912475586
backpack,group_e5ca5e7e,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_e5ca5e7e/original_e5ca5e7e.jpg,90.07326816230346,73.96627044677734
backpack,group_e71dedbc,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_e71dedbc/edit_1_e71dedbcn.jpg,81.03164309582093,71.63751220703125
backpack,group_e71dedbc,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_e71dedbc/original_e71dedbc.jpg,89.32057698029838,73.77240753173828
backpack,group_edeb4174,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_edeb4174/edit_1_edeb4174n.jpg,71.83290374246884,69.2682876586914
backpack,group_edeb4174,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_edeb4174/original_edeb4174.jpg,83.40698954185814,72.24930572509766
backpack,group_f2583298,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_f2583298/edit_1_f2583298n.jpg,98.44997158524141,76.12377166748047
backpack,group_f2583298,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_f2583298/original_f2583298.jpg,99.53771550080255,76.4039306640625
backpack,group_fa714569,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_fa714569/edit_1_860ae1.jpg,56.14090698843105,65.2266616821289
backpack,group_fa714569,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/backpack/group_fa714569/original_fa714569.jpg,75.54141112267845,70.22344970703125
cell phone,group_108642,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_108642/edit_1_22beb83c.jpg,73.55636215850268,69.7121810913086
cell phone,group_108642,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_108642/original_108642.jpg,83.17505046452244,72.18956756591797
cell phone,group_119876,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_119876/edit_1_cdaa7aac.jpg,76.94616806578067,70.58525848388672
cell phone,group_119876,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_119876/original_119876.jpg,81.89799331227518,71.86064910888672
cell phone,group_12827,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_12827/edit_1_5a26bbc8.jpg,0.0,48.9957160949707
cell phone,group_12827,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_12827/original_12827.jpg,0.0,45.443870544433594
cell phone,group_134053,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_134053/edit_1_6ce62ca0.jpg,82.58729373751163,72.0381851196289
cell phone,group_134053,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_134053/original_134053.jpg,98.64828986401055,76.17485046386719
cell phone,group_139147,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_139147/edit_1_623aae22.jpg,99.85594302415086,76.48589324951172
cell phone,group_139147,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_139147/edit_2_ca6a5e84.jpg,40.42704930986276,61.179405212402344
cell phone,group_139147,/home/debajyoti/paridhi_mtp/NAS/MTP/Persuasive_Image/Persuasive_Image/home/debajyoti/paridhi_mtp/product_images_real/dataset_image_new/cell phone/group_139147/original_139147.jpg,55.84225950724352,65.14974212646484
